platform,day_of_week,publish_hour,post_format,content_category,caption_length,hashtag_count,caption_sentiment,has_call_to_action,follower_count,account_age_months,historical_avg_engagement,recent_engagement_trend,paid_promotion,engagement_score
TikTok,Saturday,2,Short Video,Product,24,5,-0.065,Yes,21619,122,45.0,-0.366,0,90.178
TikTok,Thursday,2,Short Video,Education,155,3,0.621,Yes,7801,13,7.08,0.377,0,55.052
TikTok,Sunday,8,Short Video,Behind the Scenes,149,6,1.0,No,3427,85,29.101,-0.185,1,66.53
Instagram,Tuesday,1,Short Video,Community,354,6,-0.065,No,2057,13,19.067,-0.255,0,28.262
TikTok,Tuesday,16,Text,Community,83,4,0.141,Yes,4207,45,25.073,0.322,0,47.327
TikTok,Tuesday,19,Short Video,Product,98,4,-0.272,Yes,1643,18,18.301,0.065,0,56.869
LinkedIn,Saturday,3,Image,Behind the Scenes,48,8,-0.56,Yes,17867,74,31.128,0.131,0,39.23
LinkedIn,Monday,2,Image,Product,137,2,-0.518,Yes,15505,47,22.879,-0.139,0,45.041
Instagram,Wednesday,13,Short Video,Education,276,5,1.0,No,14124,105,14.891,-0.326,0,45.727
Instagram,Tuesday,17,Short Video,Education,91,5,0.504,Yes,6629,3,18.541,0.026,0,38.416
TikTok,Thursday,3,Long Video,Community,221,8,0.352,Yes,10153,110,20.745,-0.068,0,60.87
Instagram,Wednesday,14,Short Video,Product,108,7,0.52,Yes,1527,143,15.253,-0.328,0,41.553
TikTok,Saturday,7,Short Video,Lifestyle,106,4,-0.284,Yes,26018,121,45.0,-0.184,1,84.615
X,Saturday,20,Text,Product,28,0,0.282,No,17794,109,15.906,0.051,0,40.102
Instagram,Sunday,15,Carousel,Lifestyle,23,2,0.365,Yes,2340,60,17.925,0.172,0,44.24
TikTok,Wednesday,10,Image,Lifestyle,237,7,0.501,Yes,2861,7,22.566,-0.046,0,48.584
LinkedIn,Thursday,12,Text,Entertainment,196,4,0.56,Yes,3059,19,17.356,-0.118,1,53.207
TikTok,Sunday,13,Text,Behind the Scenes,61,3,-0.296,No,9976,130,27.268,-0.356,0,58.981
Instagram,Friday,8,Image,Product,29,4,0.61,No,2115,112,5.469,-0.149,0,30.577
Instagram,Sunday,3,Carousel,Entertainment,128,5,-0.136,Yes,14135,134,17.907,0.233,1,55.336
X,Sunday,16,Short Video,Community,115,3,0.405,No,16812,34,22.241,-0.182,0,29.589
Instagram,Monday,21,Image,Product,116,7,0.512,Yes,14789,63,28.671,-0.045,0,48.27
Facebook,Tuesday,13,Image,Entertainment,170,5,0.215,Yes,15040,60,45.0,-0.071,0,58.267
LinkedIn,Friday,8,Image,Education,65,1,0.274,Yes,4327,97,23.014,0.385,0,42.911
Instagram,Monday,21,Short Video,Community,420,4,-0.042,Yes,8640,61,14.784,-0.029,0,30.299
LinkedIn,Monday,5,Image,Lifestyle,54,7,0.698,Yes,28054,53,3.085,-0.345,0,27.148
Instagram,Monday,10,Image,Entertainment,130,4,0.34,Yes,1684,3,7.581,-0.034,0,38.956
Instagram,Monday,0,Image,Entertainment,175,7,0.155,No,29598,81,17.865,0.134,0,37.138
TikTok,Friday,15,Short Video,Education,32,4,0.498,Yes,62284,63,45.0,0.327,0,98.365
X,Tuesday,10,Text,Community,41,3,-0.448,No,65169,11,14.532,0.127,0,36.525
Instagram,Sunday,19,Short Video,Behind the Scenes,14,5,0.209,Yes,5533,93,10.623,-0.201,0,51.466
Instagram,Monday,0,Image,Community,22,5,0.693,Yes,33378,109,35.02,0.151,0,53.419
X,Thursday,15,Text,Entertainment,319,4,1.0,Yes,36377,113,12.73,0.621,0,31.886
Instagram,Friday,14,Text,Behind the Scenes,71,4,0.467,Yes,7652,78,40.137,0.191,0,53.457
X,Wednesday,11,Image,Lifestyle,79,5,0.488,Yes,12499,53,25.864,-0.3,0,32.337
Facebook,Saturday,17,Text,Entertainment,98,10,0.182,No,5246,26,39.259,0.116,1,50.275
Facebook,Saturday,1,Carousel,Lifestyle,169,4,0.664,Yes,2946,95,28.685,0.125,0,53.688
LinkedIn,Friday,2,Image,Product,134,6,0.08,No,6498,119,45.0,0.086,1,57.558
LinkedIn,Friday,20,Short Video,Product,91,4,0.693,Yes,3459,33,35.836,0.357,1,65.895
Instagram,Friday,11,Short Video,Product,39,7,0.426,No,8765,142,43.062,-0.424,0,56.236
X,Sunday,1,Text,Lifestyle,39,5,-0.156,Yes,5683,85,19.294,0.279,0,26.629
X,Saturday,11,Carousel,Product,389,6,0.611,Yes,13879,110,24.206,0.176,1,48.984
X,Monday,11,Long Video,Community,384,11,0.66,Yes,20356,42,6.758,0.182,0,20.109
Facebook,Saturday,3,Long Video,Entertainment,15,4,0.476,Yes,14180,26,25.604,-0.513,0,50.377
Facebook,Tuesday,5,Image,Entertainment,124,4,0.543,No,3724,117,40.097,-0.451,1,57.411
Facebook,Sunday,12,Short Video,Community,36,0,0.253,Yes,12757,127,19.734,0.092,0,51.378
Instagram,Wednesday,18,Short Video,Community,55,7,-0.083,Yes,1501,44,8.642,-0.342,0,45.451
TikTok,Friday,15,Image,Product,79,7,0.251,Yes,59750,115,39.525,0.053,0,65.593
Facebook,Saturday,16,Carousel,Community,92,6,-0.426,Yes,15950,26,31.579,0.177,0,54.395
Facebook,Wednesday,16,Text,Behind the Scenes,231,3,0.793,No,3534,86,10.488,0.088,0,31.613
TikTok,Sunday,5,Short Video,Lifestyle,135,3,0.375,No,12915,52,45.0,0.241,0,95.226
TikTok,Thursday,3,Short Video,Product,190,4,0.542,Yes,11159,78,45.0,-0.018,0,65.35
Facebook,Wednesday,17,Image,Behind the Scenes,20,1,0.664,Yes,8936,27,13.441,0.447,0,55.948
TikTok,Thursday,17,Short Video,Community,103,1,0.425,No,10070,132,19.491,0.191,0,59.562
X,Wednesday,8,Long Video,Entertainment,195,1,0.189,Yes,2947,43,37.908,0.421,0,49.95
LinkedIn,Monday,15,Text,Lifestyle,67,6,0.682,Yes,60176,75,35.965,-0.392,0,51.425
Instagram,Sunday,6,Long Video,Product,15,10,0.066,Yes,20985,8,25.182,-0.548,0,42.289
Instagram,Saturday,3,Image,Entertainment,73,4,0.443,Yes,1388,132,9.361,0.529,0,31.396
LinkedIn,Saturday,2,Text,Community,269,3,-0.202,No,9865,128,20.448,-0.428,1,44.556
TikTok,Sunday,4,Long Video,Behind the Scenes,110,5,-0.714,No,14688,25,21.041,-0.088,0,47.728
LinkedIn,Friday,7,Image,Product,107,6,-0.053,No,9049,11,16.561,-0.104,0,22.568
Instagram,Sunday,7,Short Video,Product,99,3,1.0,No,1915,49,29.92,0.213,0,54.406
Instagram,Sunday,23,Carousel,Community,114,5,0.229,No,12913,73,23.644,-0.118,1,56.048
TikTok,Tuesday,17,Short Video,Lifestyle,389,5,1.0,Yes,8611,17,5.101,0.006,1,38.844
LinkedIn,Thursday,4,Carousel,Community,27,7,0.221,Yes,1038,12,41.237,0.036,1,44.469
X,Monday,7,Short Video,Behind the Scenes,126,11,-0.18,Yes,10286,100,7.397,-0.059,0,31.65
X,Friday,21,Image,Entertainment,245,6,0.073,No,609,30,10.214,0.01,0,32.295
TikTok,Monday,18,Text,Entertainment,148,7,0.694,No,212569,91,19.562,0.164,0,63.9
LinkedIn,Saturday,22,Image,Lifestyle,154,8,0.338,No,11986,86,32.87,-0.086,0,59.722
Instagram,Saturday,16,Image,Community,29,6,0.259,Yes,593,144,38.893,-0.062,0,37.054
Facebook,Wednesday,12,Image,Community,317,1,-0.394,No,8883,81,27.433,0.083,0,43.786
X,Friday,17,Carousel,Entertainment,65,7,-0.123,No,15430,141,5.04,0.052,0,44.624
TikTok,Sunday,14,Short Video,Behind the Scenes,88,6,0.408,Yes,11276,60,18.945,0.2,0,73.794
X,Saturday,1,Short Video,Lifestyle,107,4,0.512,No,5523,125,34.158,-0.049,0,56.611
Instagram,Thursday,9,Short Video,Lifestyle,213,5,0.257,Yes,3493,68,27.585,0.138,1,62.117
Instagram,Sunday,10,Text,Lifestyle,119,4,0.532,Yes,4872,129,14.078,-0.376,0,36.834
Facebook,Monday,13,Short Video,Education,23,6,-0.368,Yes,2117,137,34.997,-0.109,1,43.923
X,Tuesday,4,Short Video,Community,165,5,0.252,No,2619,59,40.546,0.183,0,61.77
TikTok,Wednesday,18,Carousel,Lifestyle,172,7,0.067,Yes,4251,112,9.79,-0.079,0,60.061
LinkedIn,Wednesday,1,Text,Lifestyle,151,4,0.74,Yes,59039,142,14.525,0.212,0,48.542
Instagram,Friday,22,Image,Product,56,7,0.916,Yes,27222,54,39.197,0.022,0,51.005
LinkedIn,Saturday,7,Image,Lifestyle,101,6,-0.29,Yes,2779,123,18.591,-0.164,0,43.149
Facebook,Monday,12,Short Video,Education,336,2,0.785,No,3297,64,22.89,0.094,0,30.021
Instagram,Tuesday,15,Short Video,Entertainment,17,4,-0.161,No,10966,115,20.267,0.216,0,54.085
LinkedIn,Saturday,9,Image,Product,198,3,0.148,Yes,12786,27,26.091,0.057,1,51.577
LinkedIn,Thursday,17,Text,Behind the Scenes,174,7,0.191,No,16574,56,13.299,0.288,0,42.89
Facebook,Wednesday,1,Carousel,Lifestyle,123,4,0.156,No,1254,36,14.276,-0.062,0,29.549
Instagram,Thursday,21,Short Video,Entertainment,97,3,0.155,Yes,11971,44,12.525,-0.034,0,32.494
Instagram,Friday,8,Image,Entertainment,123,1,0.538,Yes,40242,45,29.954,0.096,0,42.301
X,Friday,17,Text,Lifestyle,19,7,-0.238,No,4996,46,12.876,-0.28,0,24.576
Facebook,Saturday,0,Carousel,Behind the Scenes,136,2,0.472,No,15493,118,27.544,0.146,0,56.541
LinkedIn,Sunday,2,Image,Lifestyle,57,6,-0.635,Yes,19463,36,7.029,-0.127,0,34.369
LinkedIn,Saturday,8,Image,Entertainment,24,6,-0.316,Yes,26341,104,9.251,0.074,0,39.291
LinkedIn,Monday,16,Carousel,Lifestyle,178,7,-0.055,No,1513,126,8.632,0.159,0,45.24
Instagram,Wednesday,21,Carousel,Behind the Scenes,109,5,0.483,No,10262,10,19.677,0.553,0,65.05
TikTok,Thursday,2,Image,Community,223,4,-0.001,Yes,23027,110,20.138,-0.08,0,58.947
Facebook,Friday,22,Short Video,Community,116,9,0.263,Yes,41897,140,35.335,-0.153,0,46.505
Instagram,Sunday,19,Short Video,Behind the Scenes,310,5,0.852,Yes,36548,84,39.517,-0.129,0,60.161
Instagram,Thursday,20,Short Video,Education,333,6,-0.624,Yes,3026,138,18.476,-0.276,0,50.048
Facebook,Wednesday,0,Image,Education,132,5,0.736,Yes,32311,45,16.132,0.419,0,41.743
X,Sunday,4,Carousel,Entertainment,277,5,0.512,Yes,47969,136,28.063,-0.093,0,60.357
Facebook,Saturday,13,Text,Community,5,9,0.125,No,16411,82,28.726,0.024,0,48.96
Instagram,Thursday,10,Carousel,Entertainment,103,3,-0.053,Yes,2371,91,26.783,0.006,0,58.933
X,Sunday,19,Long Video,Education,208,4,0.179,No,4045,16,1.07,0.25,0,22.275
Instagram,Wednesday,23,Image,Lifestyle,139,1,0.816,No,21240,42,15.982,-0.235,0,36.799
Instagram,Tuesday,8,Image,Education,50,7,0.355,Yes,25296,128,24.763,0.364,0,49.457
X,Monday,15,Text,Behind the Scenes,15,5,0.064,Yes,50066,77,23.901,-0.463,0,38.947
LinkedIn,Monday,9,Short Video,Education,196,6,-0.324,Yes,22955,64,28.285,-0.284,0,63.16
X,Sunday,23,Short Video,Education,292,6,0.245,No,9373,59,5.772,0.44,1,50.202
LinkedIn,Monday,15,Carousel,Behind the Scenes,39,3,0.071,Yes,11925,22,2.386,0.14,0,32.833
Facebook,Saturday,11,Long Video,Behind the Scenes,188,2,0.312,Yes,32565,52,5.19,0.321,0,37.433
Instagram,Monday,7,Text,Behind the Scenes,231,4,0.034,No,1839,61,16.362,-0.073,0,31.354
TikTok,Tuesday,1,Image,Lifestyle,142,3,0.41,Yes,25724,54,16.634,0.162,0,57.291
X,Wednesday,22,Image,Entertainment,198,8,0.69,No,80336,124,23.315,0.08,0,37.788
X,Tuesday,14,Text,Behind the Scenes,132,2,0.237,Yes,7905,116,16.052,-0.289,0,39.953
TikTok,Monday,4,Image,Product,96,6,0.087,No,9933,131,14.942,0.17,0,51.144
TikTok,Sunday,7,Carousel,Education,74,3,0.376,No,57196,96,33.664,0.139,1,71.802
TikTok,Wednesday,0,Image,Education,145,5,0.008,Yes,6508,128,26.492,0.216,1,58.104
TikTok,Wednesday,13,Carousel,Behind the Scenes,257,6,-0.237,Yes,10139,36,18.318,-0.189,1,45.866
X,Saturday,22,Carousel,Community,227,6,0.382,Yes,18276,1,20.697,0.075,1,50.129
Instagram,Sunday,15,Image,Education,228,5,0.311,No,2773,129,16.764,-0.008,0,54.817
TikTok,Wednesday,11,Image,Behind the Scenes,92,7,0.576,Yes,16917,99,10.257,-0.705,0,31.551
X,Thursday,9,Carousel,Product,258,6,0.301,Yes,5461,28,33.026,0.014,0,49.108
Facebook,Thursday,19,Short Video,Behind the Scenes,33,5,0.027,No,26760,16,20.793,-0.119,0,54.813
TikTok,Tuesday,19,Short Video,Behind the Scenes,110,4,0.109,Yes,2747,119,7.499,0.297,0,61.458
TikTok,Monday,16,Short Video,Product,342,4,0.723,Yes,10862,117,28.811,-0.149,0,51.802
Instagram,Sunday,7,Image,Education,44,3,0.179,Yes,32509,61,20.028,-0.153,0,43.782
Instagram,Friday,18,Carousel,Lifestyle,182,4,0.228,No,37944,130,11.758,-0.1,0,60.911
Instagram,Friday,5,Text,Behind the Scenes,100,4,0.475,Yes,1916,101,17.28,-0.25,0,42.618
Instagram,Wednesday,8,Short Video,Lifestyle,179,2,0.867,Yes,11005,87,17.302,0.071,0,51.592
Instagram,Friday,7,Text,Entertainment,25,9,-0.304,No,2719,133,14.212,0.009,0,23.967
TikTok,Monday,22,Text,Entertainment,121,5,-0.698,No,5846,103,37.424,-0.44,0,61.045
Instagram,Monday,22,Carousel,Community,47,6,-0.358,No,12931,8,26.66,0.139,1,80.334
X,Sunday,6,Image,Education,109,9,0.219,Yes,2534,77,13.433,0.201,0,34.926
Instagram,Tuesday,23,Image,Lifestyle,253,1,0.17,No,18095,126,13.344,-0.247,0,34.78
TikTok,Saturday,14,Image,Entertainment,109,5,0.884,Yes,28761,26,22.064,-0.052,0,59.619
X,Tuesday,20,Short Video,Behind the Scenes,115,0,0.388,No,7070,138,26.544,0.008,0,54.483
Instagram,Friday,12,Image,Product,225,2,-0.306,Yes,14565,130,32.601,0.034,0,36.61
TikTok,Friday,8,Text,Entertainment,293,5,-0.161,Yes,28559,100,16.043,-0.039,1,50.097
LinkedIn,Saturday,1,Short Video,Entertainment,86,6,-0.661,No,34187,8,13.078,-0.083,0,30.737
Facebook,Sunday,19,Text,Community,63,5,0.721,Yes,15771,75,5.278,-0.327,0,25.572
Instagram,Wednesday,19,Short Video,Community,344,1,0.322,No,26465,118,25.495,0.03,0,56.861
LinkedIn,Sunday,10,Image,Behind the Scenes,63,2,0.348,No,15248,11,4.399,0.319,0,54.025
Facebook,Wednesday,2,Image,Community,210,7,0.639,No,7405,102,38.281,-0.132,0,53.092
TikTok,Sunday,14,Long Video,Education,31,1,0.586,Yes,13965,16,14.997,0.367,0,57.395
Instagram,Thursday,18,Image,Lifestyle,97,5,0.163,Yes,5824,25,16.886,0.011,1,47.233
Instagram,Saturday,12,Text,Education,136,5,0.556,Yes,1918,55,44.102,0.254,0,59.515
LinkedIn,Saturday,10,Image,Behind the Scenes,132,1,0.562,No,7040,67,6.181,0.447,0,35.628
TikTok,Friday,20,Short Video,Community,85,4,0.338,No,3159,60,15.651,0.013,0,70.74
Instagram,Sunday,16,Carousel,Community,63,3,0.488,Yes,26904,54,6.403,-0.003,0,49.699
Facebook,Friday,22,Short Video,Community,283,2,0.163,Yes,44373,4,8.597,-0.457,0,22.432
X,Friday,9,Long Video,Education,37,4,-0.07,No,6887,28,18.868,-0.469,0,28.205
Instagram,Tuesday,12,Image,Community,112,8,0.487,No,32059,78,23.802,-0.14,0,54.175
Instagram,Wednesday,15,Text,Community,141,8,0.793,No,30823,31,8.258,0.317,0,59.285
TikTok,Monday,3,Short Video,Product,222,5,-0.064,Yes,19877,25,22.658,0.157,0,67.335
Facebook,Saturday,15,Carousel,Community,94,12,-0.057,Yes,11814,54,15.901,0.003,0,37.923
TikTok,Friday,1,Text,Product,91,5,0.818,Yes,35704,137,11.186,-0.138,0,41.158
X,Friday,9,Long Video,Lifestyle,304,4,-0.241,Yes,9281,126,25.156,-0.2,0,20.877
Instagram,Friday,8,Image,Lifestyle,92,2,0.304,Yes,50594,130,5.61,-0.191,0,29.535
TikTok,Tuesday,20,Image,Lifestyle,269,3,-0.181,Yes,5985,131,15.669,0.012,0,59.913
TikTok,Sunday,16,Text,Entertainment,61,6,0.14,No,1735,49,14.676,0.114,1,39.088
TikTok,Thursday,22,Short Video,Education,57,2,0.1,Yes,1550,17,26.972,-0.003,0,67.069
TikTok,Friday,1,Short Video,Lifestyle,78,7,-0.208,No,14773,89,12.117,-0.247,0,52.303
LinkedIn,Monday,22,Image,Entertainment,227,3,-0.163,Yes,17681,75,27.781,-0.149,0,41.726
TikTok,Friday,0,Short Video,Product,204,8,-0.237,Yes,37460,122,11.519,-0.228,1,52.678
LinkedIn,Wednesday,19,Carousel,Behind the Scenes,348,3,0.883,No,3105,94,28.693,0.084,0,59.63
Instagram,Sunday,1,Image,Community,328,5,0.789,No,15178,105,42.178,-0.422,0,42.573
Facebook,Saturday,4,Carousel,Behind the Scenes,94,2,0.103,Yes,6765,93,11.952,-0.16,0,39.076
TikTok,Sunday,0,Image,Community,109,3,0.2,Yes,17663,93,17.903,-0.123,0,58.01
Facebook,Wednesday,23,Short Video,Community,97,9,0.404,No,969,105,17.814,-0.058,0,51.697
Instagram,Friday,3,Short Video,Education,21,0,-0.251,Yes,4251,90,19.864,-0.099,0,19.454
X,Friday,13,Short Video,Education,157,3,0.324,No,20590,97,34.049,0.138,0,57.507
X,Tuesday,8,Image,Education,170,1,-0.312,Yes,3184,41,32.436,-0.272,0,34.823
LinkedIn,Wednesday,5,Image,Education,38,9,1.0,Yes,7019,13,23.026,0.225,0,41.246
X,Friday,0,Long Video,Lifestyle,150,5,0.25,Yes,98876,94,10.403,-0.222,0,23.795
Instagram,Tuesday,14,Short Video,Product,22,5,0.029,Yes,7386,15,26.874,0.091,0,55.679
TikTok,Wednesday,6,Image,Product,85,6,0.221,Yes,34104,19,12.155,0.016,0,49.163
TikTok,Saturday,14,Short Video,Entertainment,146,8,-0.428,No,5387,94,25.095,-0.381,0,53.691
X,Saturday,16,Carousel,Lifestyle,63,4,0.432,Yes,17062,80,14.951,0.529,0,53.762
Instagram,Friday,10,Image,Product,31,6,0.929,No,13550,40,26.934,-0.218,0,41.2
Instagram,Friday,10,Long Video,Entertainment,71,3,-0.127,No,18649,27,25.092,0.17,0,39.978
Facebook,Saturday,2,Carousel,Education,288,6,-0.309,Yes,10076,84,12.058,0.281,0,59.958
Instagram,Tuesday,8,Short Video,Education,120,5,0.15,No,9665,133,20.632,-0.245,0,39.862
LinkedIn,Friday,15,Text,Behind the Scenes,59,3,0.63,No,7649,30,28.638,0.334,0,62.766
Instagram,Saturday,18,Image,Entertainment,143,8,0.454,Yes,6254,59,23.093,-0.027,0,55.324
Facebook,Saturday,4,Short Video,Education,37,5,0.269,Yes,29241,19,26.745,-0.522,0,57.648
X,Friday,7,Image,Behind the Scenes,195,6,0.221,Yes,622,137,16.37,-0.272,0,35.804
Facebook,Tuesday,6,Text,Lifestyle,78,5,0.436,Yes,4336,58,20.34,0.048,0,58.635
Instagram,Monday,14,Carousel,Behind the Scenes,274,2,0.179,Yes,4698,74,6.444,-0.28,0,25.328
Instagram,Friday,18,Text,Education,319,1,0.389,No,15179,57,26.58,0.378,1,52.149
Instagram,Tuesday,20,Carousel,Education,112,8,-0.307,Yes,7466,22,1.266,-0.073,0,47.869
Instagram,Wednesday,15,Text,Lifestyle,134,9,-0.269,No,26661,92,28.832,-0.126,0,48.559
Facebook,Thursday,0,Long Video,Behind the Scenes,187,7,0.328,Yes,8003,44,1.075,-0.177,0,31.893
TikTok,Saturday,3,Image,Lifestyle,249,4,0.851,Yes,7652,85,11.095,0.437,1,72.661
Instagram,Wednesday,1,Short Video,Community,160,6,0.329,Yes,1946,138,30.65,-0.209,0,61.314
Instagram,Friday,13,Image,Product,231,11,-0.344,Yes,14697,110,18.283,-0.286,0,23.578
X,Thursday,2,Image,Education,190,3,0.42,Yes,11650,68,45.0,0.029,0,46.935
Instagram,Monday,6,Carousel,Behind the Scenes,116,4,0.018,No,7581,51,18.059,0.127,0,47.607
TikTok,Friday,6,Short Video,Education,65,7,-0.316,No,11222,43,28.618,-0.199,0,64.249
TikTok,Thursday,17,Image,Community,146,6,0.148,Yes,4089,63,35.968,-0.049,0,67.466
Instagram,Tuesday,14,Short Video,Education,152,3,0.163,Yes,6772,85,31.578,0.1,0,75.776
X,Saturday,8,Long Video,Community,104,5,0.54,No,15573,80,29.436,0.38,1,60.174
Instagram,Monday,9,Carousel,Behind the Scenes,52,7,0.562,Yes,29664,69,20.859,0.055,0,57.9
Facebook,Tuesday,4,Image,Behind the Scenes,39,5,0.445,No,5593,138,20.596,-0.062,0,51.628
Facebook,Tuesday,2,Short Video,Community,249,5,0.034,Yes,9347,115,14.226,-0.134,1,49.902
LinkedIn,Friday,8,Image,Education,163,0,0.441,Yes,90284,107,3.737,0.158,0,47.63
Facebook,Sunday,8,Image,Education,64,3,0.33,Yes,9859,19,4.265,-0.092,0,39.989
LinkedIn,Saturday,21,Image,Community,178,5,0.46,No,25360,76,27.974,0.311,0,60.833
TikTok,Monday,8,Image,Lifestyle,170,4,0.626,No,6480,141,21.1,0.138,0,55.209
TikTok,Monday,1,Short Video,Education,345,12,0.543,No,3244,63,16.302,0.079,0,45.912
LinkedIn,Saturday,12,Carousel,Entertainment,136,1,0.741,No,7688,83,22.418,0.103,0,42.44
Facebook,Friday,17,Text,Product,400,3,0.287,Yes,20706,61,9.005,0.104,0,21.649
Facebook,Wednesday,8,Long Video,Education,66,8,0.159,Yes,63486,8,3.826,0.111,0,31.838
Instagram,Sunday,22,Text,Community,117,7,0.708,Yes,8254,37,17.266,-0.289,0,37.112
Instagram,Tuesday,3,Short Video,Community,130,4,0.181,Yes,16346,37,11.366,0.579,0,53.865
TikTok,Monday,6,Image,Product,260,5,0.246,No,22063,64,12.013,0.416,1,46.23
Instagram,Thursday,23,Image,Product,100,7,0.281,Yes,3674,13,24.002,0.194,0,52.499
TikTok,Tuesday,3,Image,Education,118,9,-0.284,No,2657,127,42.547,0.04,0,51.057
Instagram,Tuesday,4,Short Video,Lifestyle,116,6,0.837,No,25997,53,22.391,-0.058,1,59.336
Facebook,Friday,22,Short Video,Entertainment,96,4,0.806,Yes,27089,36,7.294,-0.516,0,46.478
LinkedIn,Wednesday,16,Image,Product,33,3,0.511,No,2165,67,27.824,-0.427,0,24.045
Facebook,Friday,9,Short Video,Behind the Scenes,22,6,0.47,No,70805,132,12.342,-0.093,1,52.724
LinkedIn,Thursday,5,Carousel,Behind the Scenes,266,3,-0.253,Yes,893,45,14.412,0.369,1,42.976
Instagram,Saturday,4,Short Video,Behind the Scenes,65,7,0.709,No,30228,63,20.868,-0.13,0,66.036
Instagram,Sunday,3,Carousel,Lifestyle,79,4,0.381,Yes,12702,138,4.474,-0.001,0,48.629
LinkedIn,Friday,7,Image,Community,97,5,-0.066,No,1456,96,12.135,-0.126,0,42.694
LinkedIn,Wednesday,3,Short Video,Lifestyle,145,3,0.722,Yes,125619,73,21.271,0.228,0,68.709
LinkedIn,Friday,12,Text,Entertainment,140,6,-0.101,Yes,3263,21,29.034,-0.583,0,42.725
Facebook,Thursday,23,Short Video,Community,99,3,0.068,No,2425,75,24.674,0.081,0,38.702
LinkedIn,Thursday,10,Carousel,Entertainment,230,3,0.075,Yes,18101,35,23.244,-0.164,0,58.687
LinkedIn,Wednesday,20,Short Video,Product,50,5,0.088,Yes,34652,17,45.0,-0.431,0,54.859
LinkedIn,Monday,12,Carousel,Education,129,7,-0.807,Yes,3909,130,5.245,-0.291,1,40.252
LinkedIn,Tuesday,20,Image,Product,107,6,0.848,No,9279,27,5.374,0.28,1,36.163
Instagram,Friday,9,Short Video,Lifestyle,374,6,-0.346,No,6016,67,7.263,0.257,0,31.057
Instagram,Monday,15,Image,Education,87,5,0.483,Yes,18323,121,22.585,-0.181,0,25.783
TikTok,Tuesday,12,Short Video,Lifestyle,287,4,0.591,Yes,5928,48,17.0,-0.19,0,51.823
Facebook,Thursday,18,Image,Behind the Scenes,125,5,0.79,Yes,1911,57,27.748,0.027,0,51.94
LinkedIn,Sunday,21,Long Video,Entertainment,86,5,0.341,No,7089,126,30.64,0.219,0,46.122
TikTok,Tuesday,4,Image,Lifestyle,183,4,0.301,Yes,14015,124,9.741,-0.402,0,22.801
Instagram,Monday,19,Carousel,Product,123,6,0.953,No,43057,113,7.428,-0.087,0,56.936
LinkedIn,Wednesday,5,Carousel,Education,94,6,0.773,Yes,58250,57,32.168,0.137,1,68.112
Instagram,Monday,14,Long Video,Entertainment,108,7,0.141,Yes,1726,103,7.392,0.003,0,33.322
LinkedIn,Sunday,12,Text,Entertainment,45,3,0.056,No,10667,89,12.428,-0.193,0,28.339
Instagram,Saturday,10,Image,Education,234,5,0.384,No,9172,100,18.304,0.225,1,45.995
TikTok,Monday,20,Image,Lifestyle,63,5,-0.136,Yes,11883,106,21.748,0.326,1,66.634
TikTok,Monday,20,Short Video,Lifestyle,181,9,-0.376,No,1269,116,27.704,-0.021,0,65.883
TikTok,Thursday,4,Image,Entertainment,203,4,0.232,Yes,19661,62,18.527,0.177,0,52.045
Instagram,Wednesday,8,Image,Community,97,3,0.974,Yes,8223,51,11.521,-0.016,0,41.465
Instagram,Friday,22,Image,Product,186,6,-0.385,Yes,174662,127,10.402,0.259,0,37.95
TikTok,Sunday,21,Image,Entertainment,119,5,0.598,No,74696,17,16.546,0.129,0,64.459
TikTok,Wednesday,4,Short Video,Entertainment,108,6,-0.487,Yes,20935,18,25.185,-0.04,0,55.467
LinkedIn,Saturday,4,Short Video,Product,31,4,0.202,Yes,15761,82,26.287,0.058,0,36.111
Instagram,Wednesday,20,Carousel,Entertainment,66,8,0.206,Yes,27585,139,15.242,-0.284,0,57.506
TikTok,Tuesday,6,Carousel,Education,74,5,0.631,No,1925,95,30.08,0.002,0,51.976
Instagram,Sunday,22,Image,Community,194,9,0.205,No,21337,65,15.682,0.135,0,49.595
X,Tuesday,14,Text,Entertainment,173,4,0.302,No,1234,60,14.427,-0.256,0,10.08
LinkedIn,Tuesday,9,Short Video,Product,257,3,0.047,Yes,8494,31,6.421,-0.384,1,30.556
X,Friday,16,Text,Behind the Scenes,130,3,0.417,No,3570,91,20.914,-0.049,0,23.475
X,Friday,17,Text,Education,41,5,0.618,No,22228,70,33.311,0.483,0,47.161
TikTok,Thursday,22,Short Video,Education,113,8,0.049,No,8422,99,4.846,0.119,0,52.879
LinkedIn,Monday,7,Text,Entertainment,158,3,0.321,Yes,9882,128,9.737,0.183,0,44.098
TikTok,Monday,10,Image,Product,322,7,0.339,Yes,165057,53,9.86,0.014,0,36.173
X,Saturday,16,Carousel,Education,18,8,-0.326,No,2461,74,16.476,-0.004,0,40.388
TikTok,Tuesday,9,Short Video,Education,248,10,-0.02,Yes,11193,43,14.117,-0.008,0,67.034
